strain	subject acc.ver	subject title	species	genotype	E	P	H	F	date	year	location	GeoNames.country_code	GeoNames.admin1_code	GeoNames.admin2_code	GeoNames.admin3_code	GeoNames.admin4_code	GeoNames.geonameid	GeoNames.name	GeoNames.latitude	GeoNames.longitude	GeoNames.feature_code	GeoNames.modification_date
KY618678.1	KY618678.1	Human mastadenovirus D isolate human/DEU/Leipzig/2015/75[P75H26F58], complete genome	D	75	75	75	26	29	2015-01-01	2015	DE.13.00.14713.14713000	DE	13	00	14713	14713000	6548737	Leipzig	51.34198	12.37498	ADM4	2020-05-23
KY618679.1	KY618679.1	Human mastadenovirus D isolate human/DEU/Berlin/2014/80[P19/23H28F22], complete genome	D	80	80	22	28	22	2014-01-01	2014	DE.16.00.11000.11000000	DE	16	00	11000	11000000	6547539	Berlin	52.5233	13.41377	ADM4	2020-05-23
KY780931.1	KY780931.1	Human adenovirus 55 isolate 100-GD_CHN_2016 E1A protein, E1B protein, 54.7 kDa protein E1B, and pIX protein genes, complete cds	B	55	55	14	11	14	2016-06-01	2016	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
KY780932.1	KY780932.1	Human adenovirus 55 isolate 80-GD_CHN_2016 E1A protein, E1B protein, 54.7 kDa protein E1B, and pIX protein genes, complete cds	B	55	55	14	11	14	2016-06-01	2016	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
KY780933.1	KY780933.1	Human adenovirus 55 isolate 73-GD_CHN_2016 E1A protein, E1B protein, 54.7 kDa protein E1B, and pIX protein genes, complete cds	B	55	55	14	11	14	2016-06-01	2016	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
KY996447.1	KY996447.1	Human mastadenovirus E strain HAdV-E/USA/4054/2015/P4H4F4, complete genome	E	4	4	4	4	4	2015-02-04	2015	US.NY	US	NY	?	?	?	5128638	New York	43.00035	-75.4999	ADM1	2019-12-27
L19443.1	L19443.1	Human adenovirus F, complete genome	F	40	40	40	40	40	?	?	?	?	?	?	?	?	?	?	?	?	?	?
LC066535.1	LC066535.1	Human mastadenovirus D DNA, complete genome, strain: human/JPN/OIPH23/2011/82[P56H15F37]	D	82	82	56	15	37	2011-01-01	2011	JP.32	JP	32	?	?	?	1853904	Ōsaka-fu	34.68631	135.51968	ADM1	2019-08-02
LC068712.1	LC068712.1	Human adenovirus 6 DNA, nearly complete genome, strain: 870550	C	6	6	1	6	6	1987-12-26	1987	JP.00	JP	00	?	?	?	1861060	Japan	35.68536	139.75309	PCLI	2020-03-29
LC068713.1	LC068713.1	Human adenovirus 6 DNA, nearly complete genome, strain: 870550	C	6	6	6	6	6	1987-12-26	1987	JP.00	JP	00	?	?	?	1861060	Japan	35.68536	139.75309	PCLI	2020-03-29
LC068714.1	LC068714.1	Human adenovirus 6 DNA, nearly complete genome, strain: 930113	C	6	6	6	6	6	1993-03-05	1993	JP.00	JP	00	?	?	?	1861060	Japan	35.68536	139.75309	PCLI	2020-03-29
LC068715.1	LC068715.1	Human adenovirus 6 DNA, nearly complete genome, strain: 940162	C	6	6	6	6	6	1994-05-21	1994	JP.00	JP	00	?	?	?	1861060	Japan	35.68536	139.75309	PCLI	2020-03-29
LC068716.1	LC068716.1	Human adenovirus 6 DNA, nearly complete genome, strain: 1030787	C	6	6	6	6	6	2003-12-03	2003	JP.00	JP	00	?	?	?	1861060	Japan	35.68536	139.75309	PCLI	2020-03-29
LC068717.1	LC068717.1	Human adenovirus 6 DNA, nearly complete genome, strain: 1040264	C	6	6	1	6	6	2004-04-12	2004	JP.00	JP	00	?	?	?	1861060	Japan	35.68536	139.75309	PCLI	2020-03-29
LC068718.1	LC068718.1	Human adenovirus 6 DNA, nearly complete genome, strain: 1040502	C	6	6	1	6	6	2004-08-19	2004	JP.00	JP	00	?	?	?	1861060	Japan	35.68536	139.75309	PCLI	2020-03-29
LC068719.1	LC068719.1	Human adenovirus 6 DNA, nearly complete genome, strain: 1050156	C	6	6	1	6	6	2005-04-01	2005	JP.00	JP	00	?	?	?	1861060	Japan	35.68536	139.75309	PCLI	2020-03-29
LC068720.1	LC068720.1	Human adenovirus 6 DNA, nearly complete genome, strain: 1050158	C	6	6	1	6	6	2005-04-08	2005	JP.00	JP	00	?	?	?	1861060	Japan	35.68536	139.75309	PCLI	2020-03-29
LC177352.1	LC177352.1	Human mastadenovirus B strain HAdV-B/JPN/T150125/2015/79[P11H34F11], complete genome	B	79	79	11	34	11	2015-01-08	2015	JP.07	JP	07	?	?	?	1863958	Fukuoka Prefecture	33.52813	130.66472	ADM1	2019-08-02
LC215422.1	LC215422.1	Human adenovirus 53 DNA, complete genome, strain: case22_20111549	D	85	85	37	22	8	2012-02-07	2012	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215423.1	LC215423.1	Human adenovirus 54 DNA, complete genome, strain: case23_20111540	D	54	54	54	54	8	2012-01-17	2012	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215424.1	LC215424.1	Human adenovirus 53 DNA, complete genome, strain: case28_20121506	D	85	85	37	22	8	2012-04-12	2012	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215425.1	LC215425.1	Human adenovirus 56 DNA, complete genome, strain: case37_20121516	D	56	56	9	15	9	2012-05-31	2012	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215426.1	LC215426.1	Human adenovirus 53 DNA, complete genome, strain: case43_20121515	D	85	85	37	22	8	2012-05-31	2012	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215427.1	LC215427.1	Human adenovirus 54 DNA, complete genome, strain: case44_20121523	D	54	54	54	54	8	2012-08-10	2012	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215428.1	LC215428.1	Human adenovirus 53 DNA, complete genome, strain: case47_20121537	D	85	85	37	22	8	2012-09-20	2012	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215429.1	LC215429.1	Human adenovirus DNA, complete genome, strain: case67_20121578	D	37	82	37	37	37	2012-12-20	2012	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215430.1	LC215430.1	Human adenovirus 56 DNA, complete genome, strain: case69_20121569	D	56	56	9	15	9	2012-11-22	2012	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215431.1	LC215431.1	Human adenovirus 56 DNA, complete genome, strain: case77_20131505	D	56	56	9	15	9	2013-05-29	2013	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215432.1	LC215432.1	Human adenovirus D8 DNA, complete genome, strain: case90_20131544	D	8	8	8	8	8	2013-12-24	2013	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215433.1	LC215433.1	Human adenovirus DNA, complete genome, strain: case110_20131573	D	37	82	37	37	37	2014-01-27	2014	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215434.1	LC215434.1	Human adenovirus DNA, complete genome, strain: case111_20131575	D	37	82	37	37	37	2014-01-27	2014	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215435.1	LC215435.1	Human adenovirus DNA, complete genome, strain: case112_20131578	D	37	82	37	37	37	2014-01-31	2014	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215436.1	LC215436.1	Human adenovirus DNA, complete genome, strain: case113_20131581	D	37	82	37	37	37	2014-02-04	2014	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215437.1	LC215437.1	Human adenovirus DNA, complete genome, strain: case118_20131587	D	37	82	37	37	37	2014-02-17	2014	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215438.1	LC215438.1	Human adenovirus D37 DNA, complete genome, strain: case120_20131590	D	37	82	37	37	37	2014-02-21	2014	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215439.1	LC215439.1	Human adenovirus D37 DNA, complete genome, strain: case124_20131598	D	37	82	37	37	37	2014-03-03	2014	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215440.1	LC215440.1	Human adenovirus D37 DNA, complete genome, strain: case126_20131602	D	37	82	37	37	37	2014-03-06	2014	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215441.1	LC215441.1	Human adenovirus D37 DNA, complete genome, strain: case127_20131603	D	37	82	37	37	37	2014-03-07	2014	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215442.1	LC215442.1	Human adenovirus 53 DNA, complete genome, strain: case128_20131604	D	85	85	37	22	8	2014-03-08	2014	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215443.1	LC215443.1	Human adenovirus D37 DNA, complete genome, strain: case136_20131618	D	37	82	37	37	37	2014-03-25	2014	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215444.1	LC215444.1	Human adenovirus D37 DNA, complete genome, strain: case140_20141501	D	37	82	37	37	37	2014-03-27	2014	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215445.1	LC215445.1	Human adenovirus 56 DNA, complete genome, strain: case157_20101537	D	56	56	9	15	9	2010-11-08	2010	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC215446.1	LC215446.1	Human adenovirus 54 DNA, complete genome, strain: case15_20111534	D	54	54	54	54	8	2011-12-24	2011	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC312461.1	LC312461.1	Human adenovirus D8 DNA, complete genome, isolate: Fukuoka_2_2014	D	8	8	8	8	8	2014-02-04	2014	JP.07	JP	07	?	?	?	1863958	Fukuoka Prefecture	33.52813	130.66472	ADM1	2019-08-02
LC312462.1	LC312462.1	Human adenovirus D8 DNA, complete genome, isolate: Fukuoka_5_2014	D	8	8	8	8	8	2014-02-18	2014	JP.07	JP	07	?	?	?	1863958	Fukuoka Prefecture	33.52813	130.66472	ADM1	2019-08-02
LC314153.1	LC314153.1	Human mastadenovirus D DNA, complete genome, isolate: Kumamoto_20151587_JPN	D	85	85	37	19	8	2015-12-09	2015	JP.21	JP	21	?	?	?	1858419	Kumamoto	32.61667	130.75	ADM1	2019-03-08
LC504572.1	LC504572.1	Human mastadenovirus C K19-85 DNA, complete genome	C	2	57	5	2	2	2012-01-01	2012	JP.00	JP	00	?	?	?	1861060	Japan	35.68536	139.75309	PCLI	2020-03-29
LC504573.1	LC504573.1	Human mastadenovirus C K67-339 DNA, complete genome	C	89	6	89	2	2	2016-01-01	2016	JP.00	JP	00	?	?	?	1861060	Japan	35.68536	139.75309	PCLI	2020-03-29
LC530212.1	LC530212.1	Human adenovirus 7 293 DNA, complete genome	B	66	7	66	7	7	2018-01-01	2018	JP.24.2111147	JP	24	2111147	?	?	2111147	Sendai Shi	38.25	140.86667	ADM2	2017-07-21
LC589687.1	LC589687.1	Human adenovirus 56 TKYAd188507_2018 DNA, complete genome	D	56	56	9	15	9	2018-10-01	2018	JP.40	JP	40	?	?	?	1850144	Tokyo Prefecture	35.6895	139.69171	ADM1	2020-05-28
LC595640.1	LC595640.1	Human adenovirus 56 TKY3113Asew DNA, complete genome	D	56	56	9	15	9	2018-01-01	2018	JP.40	JP	40	?	?	?	1850144	Tokyo Prefecture	35.6895	139.69171	ADM1	2020-05-28
LC649229.1	LC649229.1	Human adenovirus D37 TKYAd20198/3443_2020 DNA, complete genome	D	37	82	37	37	37	2020-12-01	2020	JP.40	JP	40	?	?	?	1850144	Tokyo Prefecture	35.6895	139.69171	ADM1	2020-05-28
LC652931.1	LC652931.1	Human mastadenovirus D human/JPN/OIPH-OC01/2016/111[P37H9F9] DNA, complete genome	D	111	9	37	9	9	2016-11-15	2016	JP.00	JP	00	?	?	?	1861060	Japan	35.68536	139.75309	PCLI	2020-03-29
LC695001.1	LC695001.1	Human mastadenovirus B human/JPN/TKYAd191191/2019/3[P3H7F3] DNA, complete genome	B	3	3	3	3	3	2015-08-01	2015	JP.40	JP	40	?	?	?	1850144	Tokyo Prefecture	35.6895	139.69171	ADM1	2020-05-28
M73260.1	M73260.1	Mastadenovirus h5 gene, complete genome	C	5	5	5	5	5	?	?	?	?	?	?	?	?	?	?	?	?	?	?
MF002043.1	MF002043.1	Human mastadenovirus E isolate HAdVE/USA_New Jersey/RU2533/1966/P4H4F4, complete genome	E	4	4	4	4	4	1966-01-01	1966	US.NJ	US	NJ	?	?	?	5101760	New Jersey	40.16706	-74.49987	ADM1	2019-12-27
MF044052.1	MF044052.1	human adenovirus 2 isolate HK91, complete genome	C	2	89	2	2	2	2014-08-01	2014	HK.HCW	HK	HCW	?	?	?	1819729	Hong Kong	22.27832	114.17469	PPLC	2020-06-30
MF062484.1	MF062484.1	Human adenovirus 14 isolate HAdV-B/CHN/GZ02-6161/2010/14[P14H14F14], complete genome	B	14	14	14	14	14	2010-09-09	2010	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MF315028.1	MF315028.1	Human mastadenovirus C isolate human/CHN/BJ04/2012/[P1/H2/F2], complete genome	C	2	57	1	2	2	2012-11-07	2012	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MF315029.1	MF315029.1	Human mastadenovirus C isolate human/CHN/BJ09/2013/[P1/H2/F2], complete genome	C	2	57	1	2	2	2013-03-16	2013	CN.00	CN	00	?	?	?	1814991	People’s Republic of China	35	105	PCLI	2020-07-28
MF416150.1	MF416150.1	Human mastadenovirus D strain Hu/PAN/P309886/2011/84 [P43H17F84], complete genome	D	84	84	43	17	84	2011-01-01	2011	PA.00	PA	00	?	?	?	3703430	Republic of Panama	9	-80	PCLI	2020-03-29
MF476839.1	MF476839.1	Human mastadenovirus D strain human/USA/MEE-CH38/1955/69[P69H15F42], complete genome	D	69	69	53	15	42	1955-01-01	1955	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
MF476840.1	MF476840.1	Human mastadenovirus D strain human/USA/MEE-CHBR/1995/56[P9H15F9], complete genome	D	56	87	9	15	9	1995-01-01	1995	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
MF476841.1	MF476841.1	Human mastadenovirus D strain human/USA/MEE-KIPA/1967/87[P9H15F25], complete genome	D	87	87	9	15	25	1967-01-01	1967	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
MF476842.1	MF476842.1	Human mastadenovirus D strain human/USA/MEE-MOLD/1963/88[P88H15F9], complete genome	D	88	88	88	15	9	1963-01-01	1963	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
MF476843.1	MF476843.1	Human mastadenovirus D strain human/USA/MEE-TIER/1967/87[P9H15F25], complete genome	D	87	87	9	15	25	1967-01-01	1967	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
MF476844.1	MF476844.1	Human mastadenovirus D strain human/USA/MEE-TWSC/1964/87[P9H15F25], complete genome	D	87	87	9	15	25	1964-01-01	1964	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
MF502426.1	MF502426.1	Human adenovirus 21 isolate OHT-006, complete genome	B	21	21	21	21	21	2016-04-01	2016	US.00	US	00	?	?	?	6252001	United States	39.76	-98.5	PCLI	2020-03-29
MF681662.1	MF681662.1	Human mastadenovirus C strain HAdV-5var, complete genome	C	5	2	6	5	5	2015-01-01	2015	DE.00	DE	00	?	?	?	2921044	Federal Republic of Germany	51.5	10.5	PCLI	2020-03-29
MG642742.1	MG642742.1	Human adenovirus 14 strain HAdV-B/USA/NHRC 74669/2012, complete genome	B	14	14	14	14	14	2012-01-01	2012	US.SC	US	SC	?	?	?	4597040	South Carolina	34.00043	-81.00009	ADM1	2019-12-30
MG642743.1	MG642743.1	Human adenovirus 14 strain HAdV-B/USA/AK2314/2005, complete genome	B	14	14	14	14	14	2005-01-01	2005	US.AK	US	AK	?	?	?	5879092	Alaska	64.00028	-150.00028	ADM1	2020-08-11
MG642744.1	MG642744.1	Human adenovirus 14 strain HAdV-B/USA/NHRC 92844/2010, complete genome	B	14	14	14	14	14	2010-01-01	2010	US.NJ	US	NJ	?	?	?	5101760	New Jersey	40.16706	-74.49987	ADM1	2019-12-27
MG642745.1	MG642745.1	Human adenovirus 14 strain HAdV-B/USA/WPAFB 15/2009, complete genome	B	14	14	14	14	14	2009-01-01	2009	US.TX	US	TX	?	?	?	4736286	Texas	31.25044	-99.25061	ADM1	2019-12-30
MG642746.1	MG642746.1	Human adenovirus 14 strain HAdV-B/SCT/02/2011, complete genome	B	14	14	14	14	14	2011-01-01	2011	GB.SCT	GB	SCT	?	?	?	2638360	Scotland	56	-4	ADM1	2020-08-18
MG642747.1	MG642747.1	Human adenovirus 14 strain HAdV-B/USA/WPAFB 272/2011, complete genome	B	14	14	14	14	14	2011-01-01	2011	US.CA	US	CA	?	?	?	5332921	California	37.25022	-119.75126	ADM1	2019-12-30
MG642748.1	MG642748.1	Human adenovirus 14 strain HAdV-B/USA/NHRC 92831/2010, complete genome	B	14	14	14	14	14	2010-01-01	2010	US.NJ	US	NJ	?	?	?	5101760	New Jersey	40.16706	-74.49987	ADM1	2019-12-27
MG642749.1	MG642749.1	Human adenovirus 14 strain HAdV-B/USA/NHRC 92531/2010, complete genome	B	14	14	14	14	14	2010-01-01	2010	US.NJ	US	NJ	?	?	?	5101760	New Jersey	40.16706	-74.49987	ADM1	2019-12-27
MG642750.1	MG642750.1	Human adenovirus 14 strain HAdV-B/HND/VCH 802/2008, complete genome	B	14	14	14	14	14	2008-01-01	2008	HN.00	HN	00	?	?	?	3608932	Republic of Honduras	15	-86.5	PCLI	2020-03-29
MG642751.1	MG642751.1	Human adenovirus 14 strain HAdV-B/USA/WPAFB 3/2009, complete genome	B	14	14	14	14	14	2009-01-01	2009	US.OK	US	OK	?	?	?	4544379	Oklahoma	35.49209	-97.50328	ADM1	2019-12-30
MG642752.1	MG642752.1	Human adenovirus 14 strain HAdV-B/USA/WPAFB 53/2009, complete genome	B	14	14	14	14	14	2009-01-01	2009	US.AK	US	AK	?	?	?	5879092	Alaska	64.00028	-150.00028	ADM1	2020-08-11
MG642753.1	MG642753.1	Human adenovirus 14 strain HAdV-B/USA/NHRC 25032/2010, complete genome	B	14	14	14	14	14	2010-01-01	2010	US.SD	US	SD	?	?	?	5769223	South Dakota	44.50026	-100.25069	ADM1	2019-12-30
MG642754.1	MG642754.1	Human adenovirus 14 strain HAdV-B/USA/WPAFB 400/2012, complete genome	B	14	14	14	14	14	2012-01-01	2012	US.WA	US	WA	?	?	?	5815135	Washington	47.50012	-120.50147	ADM1	2020-03-09
MG642755.1	MG642755.1	Human adenovirus 14 strain HAdV-B/USA/NHRC 67112/2011, complete genome	B	14	14	14	14	14	2011-01-01	2011	US.GA	US	GA	?	?	?	4197000	Georgia	32.75042	-83.50018	ADM1	2019-12-30
MG642756.1	MG642756.1	Human adenovirus 14 strain HAdV-B/NPL/198/2007, complete genome	B	14	14	14	14	14	2007-01-01	2007	NP.00	NP	00	?	?	?	1282988	Federal Democratic Republic of Nepal	28	84	PCLI	2020-03-29
MG696128.1	MG696128.1	Human adenovirus 7 isolate X01, complete genome	B	66	7	66	7	7	?	?	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG696129.1	MG696129.1	Human adenovirus 7 isolate X02, complete genome	B	66	7	66	7	7	?	?	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG696130.1	MG696130.1	Human adenovirus 7 isolate X03, complete genome	B	66	7	66	7	7	?	?	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG696131.1	MG696131.1	Human adenovirus 7 isolate X04, complete genome	B	66	7	66	7	7	?	?	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG696132.1	MG696132.1	Human adenovirus 7 isolate X05, complete genome	B	66	7	66	7	7	?	?	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG696133.1	MG696133.1	Human adenovirus 7 isolate X06, complete genome	B	66	7	66	7	7	?	?	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG696134.1	MG696134.1	Human adenovirus 7 isolate X07, complete genome	B	66	7	66	7	7	?	?	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG696135.1	MG696135.1	Human adenovirus 7 isolate X09, complete genome	B	66	7	66	7	7	?	?	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG696136.1	MG696136.1	Human adenovirus 7 isolate X10, complete genome	B	66	7	66	7	7	?	?	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG696137.1	MG696137.1	Human adenovirus 7 isolate X12, complete genome	B	66	7	66	7	7	?	?	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG696138.1	MG696138.1	Human adenovirus 7 isolate X13, complete genome	B	66	7	66	7	7	?	?	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG696139.1	MG696139.1	Human adenovirus 7 isolate X16, complete genome	B	66	7	66	7	7	?	?	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG696140.1	MG696140.1	Human adenovirus 7 isolate X17, complete genome	B	66	7	66	7	7	?	?	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG696141.1	MG696141.1	Human adenovirus 7 isolate X19, complete genome	B	66	7	66	7	7	?	?	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG696142.1	MG696142.1	Human adenovirus 7 isolate X20, complete genome	B	66	7	66	7	7	?	?	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG696143.1	MG696143.1	Human adenovirus 7 isolate X21, complete genome	B	66	7	66	7	7	?	?	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG696144.1	MG696144.1	Human adenovirus 7 isolate X22, complete genome	B	66	7	66	7	7	?	?	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG696145.1	MG696145.1	Human adenovirus 7 isolate X23, complete genome	B	66	7	66	7	7	?	?	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG696146.1	MG696146.1	Human adenovirus 7 isolate X24, complete genome	B	66	7	66	7	7	?	?	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG696147.1	MG696147.1	Human adenovirus 7 isolate X25, complete genome	B	66	7	66	7	7	?	?	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG696148.1	MG696148.1	Human adenovirus 7 isolate X26, complete genome	B	66	7	66	7	7	?	?	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG696149.1	MG696149.1	Human adenovirus 7 isolate X27, complete genome	B	66	7	66	7	7	?	?	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG736303.1	MG736303.1	Human adenovirus 7 isolate X07s, complete genome	B	66	7	66	7	7	2017-04-28	2017	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG736304.1	MG736304.1	Human adenovirus 7 isolate X10s, complete genome	B	66	7	66	7	7	2017-04-30	2017	CN.03	CN	03	?	?	?	1806222	Jiangxi Sheng	27.66667	115.66667	ADM1	2016-05-16
MG872075.1	MG872075.1	UNVERIFIED: Human mastadenovirus A strain human/UK/GOSH_2011_Adv31/ sequence	A	31	31	31	31	31	2016-01-01	2016	GB.ENG.GLA	GB	ENG	GLA	?	?	2648110	Greater London	51.5	-0.16667	ADM2	2019-05-07
MG872324.1	MG872324.1	Human adenovirus 31 isolate S75/2012, complete genome	A	31	61	31	31	31	2012-01-01	2012	TN.00	TN	00	?	?	?	2464461	Republic of Tunisia	34	9	PCLI	2020-03-29
MG905099.1	MG905099.1	Human adenovirus 14 strain HAdV-B/USA_CA/AD1927/2006/P14H14F14, complete genome	B	14	14	14	14	14	2006-05-09	2006	US.CA	US	CA	?	?	?	5332921	California	37.25022	-119.75126	ADM1	2019-12-30
MG905100.1	MG905100.1	Human adenovirus 14 strain HAdV-B/Ireland/1782/2010/P14H14F14, complete genome	B	14	14	14	14	14	2010-01-01	2010	IE.00	IE	00	?	?	?	2963597	Ireland	53	-8	PCLI	2020-03-29
MG905101.1	MG905101.1	Human adenovirus 14 strain HAdV-B/Canada_New Brunswick/5058S/2011/P14H14F14, complete genome	B	14	14	14	14	14	2011-01-01	2011	CA.04	CA	04	?	?	?	6087430	New Brunswick/Nouveau-Brunswick	46.5001	-65.99878	ADM1	2020-04-19
MG905102.1	MG905102.1	Human adenovirus 14 strain HAdV-B/USA_OH/NCH165/2012/P14H14F14, complete genome	B	14	14	14	14	14	2012-01-26	2012	US.OH	US	OH	?	?	?	5165418	Ohio	40.25034	-83.00018	ADM1	2019-12-30
MG905103.1	MG905103.1	Human adenovirus 14 strain HAdV-B/USA_CA/CG5671/2003/P14H14F14, complete genome	B	14	14	14	14	14	2003-01-01	2003	US.CA	US	CA	?	?	?	5332921	California	37.25022	-119.75126	ADM1	2019-12-30
MG905104.1	MG905104.1	Human adenovirus 14 strain HAdV-B/USA_CA/MF1735/2006/P14H14F14, complete genome	B	14	14	14	14	14	2006-01-01	2006	US.CA	US	CA	?	?	?	5332921	California	37.25022	-119.75126	ADM1	2019-12-30
MG905105.1	MG905105.1	Human adenovirus 14 strain HAdV-B/USA_CA/RL2128/2007/P14H14F14, complete genome	B	14	14	14	14	14	2007-07-13	2007	US.CA	US	CA	?	?	?	5332921	California	37.25022	-119.75126	ADM1	2019-12-30
